scenario,formulation,vpi_eur,degradation_loss_eur,arbitrage_loss_eur,extra_throughput_kwh
weekly,basic,-5.831841787085068e-05,0.0,-5.831841787085068e-05,0.0
two_day,basic,0.03802415982593743,-0.0031658970221633354,0.041190056848100766,-0.31658970221633354
day_ahead,basic,6.748991184476694,1.3040467541551244,5.444944430321569,130.40467541551243
epex_day_ahead,basic,0.2910720529915807,0.06959866738226993,0.22147338560931074,6.959866738226992
weekly,tighter,0.00045937399485751484,-0.011262167590025456,0.01172154158488297,-1.1262167590025456
two_day,tighter,0.036110191931214786,-0.0001303291551221264,0.036240521086336915,-0.01303291551221264
day_ahead,tighter,6.749505000540864,1.2935564429362876,5.455948557604577,129.35564429362876
epex_day_ahead,tighter,0.2875932688425422,0.09754934362880704,0.19004392521373517,9.754934362880704
